ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status,dtir1
119603,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,296500,3.875,0.3813,5650.64,360,not_neg,not_int,not_lpsm,318000,sb,pr,home,1U,21840,CIB,711,EXP,25-34,not_inst,93.23899371,south,direct,0,40
160885,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,196500,,,,360,not_neg,not_int,lpsm,208000,sb,pr,home,1U,4260,CIB,900,CIB,45-54,to_inst,94.47115385,south,direct,1,44
56127,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,276500,3.99,0.2586,2145,360,not_neg,int_only,not_lpsm,398000,sb,pr,home,1U,6780,CIB,667,EXP,55-64,to_inst,69.47236181,North,direct,0,60
157585,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,156500,3.925,-0.0473,0,360,not_neg,not_int,not_lpsm,1648000,sb,pr,home,1U,12240,CIB,630,CIB,55-64,to_inst,9.496359223,south,direct,0,42
173179,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,166500,4.25,0.3769,4682.5,360,not_neg,not_int,not_lpsm,218000,sb,pr,home,1U,2640,CIB,539,EXP,55-64,to_inst,76.37614679,North,direct,0,49
122383,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,356500,4.5,0.3861,0,360,not_neg,not_int,not_lpsm,608000,sb,pr,home,2U,9540,EXP,530,EXP,45-54,not_inst,58.63486842,North,direct,0,37
106780,2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,296500,4.5,0.7642,3902.1,360,not_neg,not_int,not_lpsm,318000,sb,pr,home,1U,5640,CRIF,831,CIB,25-34,to_inst,93.23899371,south,direct,0,41
138340,2019,,Joint,nopre,type2,p3,l1,nopc,b/c,116500,4.49,1.599,1516.26,300,not_neg,not_int,not_lpsm,148000,sb,pr,home,1U,3960,EXP,716,EXP,65-74,to_inst,78.71621622,North,direct,0,23
72160,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,196500,4.625,1.3776,5186,360,not_neg,not_int,not_lpsm,358000,sb,ir,home,1U,9240,CRIF,520,CIB,65-74,to_inst,54.88826816,south,direct,0,34
88465,2019,ncf,Male,pre,type2,p1,l1,nopc,b/c,366500,3.5,0.4255,348.21,360,not_neg,not_int,not_lpsm,368000,sb,pr,home,1U,7440,EXP,560,CIB,35-44,not_inst,99.5923913,North,direct,0,38
166137,2019,cf,Joint,pre,type1,p2,l1,nopc,nob/c,206500,5.25,0.9654,1307.5,360,not_neg,not_int,not_lpsm,288000,sb,ir,home,1U,5160,CIB,883,EXP,65-74,to_inst,71.70138889,North,direct,0,49
115840,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,196500,3.875,0.3834,3584.97,360,not_neg,int_only,not_lpsm,368000,sb,pr,home,1U,2940,CIB,838,EXP,55-64,to_inst,53.39673913,North,direct,0,34
29744,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,436500,3.375,-0.25,4364.6,360,not_neg,not_int,not_lpsm,598000,sb,pr,home,1U,6540,CRIF,791,CIB,45-54,not_inst,72.99331104,south,direct,0,38
149919,2019,cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,526500,3.875,0.7265,0,360,not_neg,not_int,not_lpsm,588000,sb,pr,home,1U,,EXP,781,EXP,55-64,to_inst,89.54081633,south,direct,0,
67981,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,216500,4.25,0.0553,4200,360,not_neg,not_int,not_lpsm,268000,sb,pr,home,1U,6960,CRIF,893,EXP,>74,not_inst,80.78358209,North,direct,0,45
119047,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,686500,4.18,0.3314,0,360,not_neg,not_int,not_lpsm,768000,sb,pr,home,1U,12780,EXP,704,EXP,35-44,not_inst,89.38802083,south,direct,0,48
111594,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,716500,3.75,0.0336,0,360,not_neg,not_int,not_lpsm,958000,sb,pr,home,1U,15720,EXP,500,CIB,35-44,not_inst,74.79123173,North,direct,0,30
33484,2019,cf,Female,pre,type1,p1,l1,nopc,nob/c,146500,3.99,0.3558,2880,360,not_neg,not_int,not_lpsm,168000,sb,pr,home,1U,2700,EXP,533,CIB,65-74,to_inst,87.20238095,central,direct,0,41
115883,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,126500,3.99,0.5412,3518.95,360,not_neg,not_int,not_lpsm,168000,sb,pr,home,1U,5580,CIB,886,CIB,35-44,to_inst,75.29761905,North,direct,0,41
145385,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,226500,3.99,0.5484,3730.63,360,not_neg,not_int,not_lpsm,378000,sb,pr,home,1U,3900,EXP,678,EXP,>74,to_inst,59.92063492,North,direct,0,30
121673,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,436500,2.99,0.2375,14810.22,180,not_neg,not_int,not_lpsm,678000,sb,pr,home,1U,19800,CRIF,615,EXP,45-54,to_inst,64.38053097,North,direct,0,17
154154,2019,cf,Joint,pre,type1,p3,l1,nopc,nob/c,416500,3.75,0.1433,9550,360,not_neg,not_int,not_lpsm,608000,sb,pr,home,1U,4320,CIB,794,EXP,45-54,to_inst,68.50328947,North,direct,0,49
105999,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,196500,3.125,-0.1729,6429.38,360,not_neg,not_int,not_lpsm,328000,sb,pr,home,1U,3060,EXP,756,EXP,65-74,to_inst,59.90853659,North,direct,0,52
33178,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,396500,3.75,0.5606,1618.65,240,not_neg,not_int,not_lpsm,508000,sb,pr,home,1U,6000,CIB,542,EXP,45-54,not_inst,78.0511811,south,direct,0,44
131372,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,126500,3.5,0.2942,2862.5,144,not_neg,not_int,not_lpsm,228000,sb,pr,home,1U,2820,CRIF,540,EXP,45-54,to_inst,55.48245614,south,direct,0,44
93296,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,326500,3.5,-0.1234,840.97,360,not_neg,not_int,not_lpsm,438000,sb,pr,home,1U,7980,CIB,788,EXP,35-44,not_inst,74.543379,North,direct,0,8
130097,2019,cf,Female,nopre,type1,p1,l2,nopc,nob/c,86500,4.56,0.6905,2181.25,360,not_neg,not_int,not_lpsm,168000,sb,pr,home,1U,1800,EXP,618,CIB,35-44,to_inst,51.48809524,North,direct,0,29
148903,2019,,Joint,nopre,type3,p3,l1,nopc,nob/c,386500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,12720,EQUI,533,EXP,45-54,to_inst,,North,direct,1,
165433,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,176500,5.125,1.2253,4609.88,360,not_neg,not_int,not_lpsm,228000,sb,ir,home,1U,7680,EXP,734,EXP,35-44,not_inst,77.4122807,North,direct,0,48
161420,2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,296500,3.5,-0.3656,4230,360,not_neg,not_int,not_lpsm,398000,sb,pr,home,1U,3840,CIB,894,CIB,45-54,to_inst,74.49748744,North,direct,0,32
152216,2019,cf,Female,nopre,type2,p3,l1,nopc,b/c,306500,3.49,0.3953,0,360,not_neg,not_int,not_lpsm,368000,sb,pr,home,1U,4320,EXP,605,CIB,45-54,not_inst,83.28804348,North,direct,0,44
66623,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,366500,3.5,-0.0942,0,360,not_neg,not_int,not_lpsm,498000,sb,pr,home,1U,7140,CIB,561,CIB,25-34,not_inst,73.59437751,south,direct,0,29
96663,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,686500,4.125,0.5895,14420,360,not_neg,not_int,not_lpsm,858000,sb,pr,home,1U,8580,EXP,682,CIB,35-44,not_inst,80.01165501,south,direct,0,52
124929,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,226500,,,,360,not_neg,not_int,not_lpsm,298000,sb,pr,home,1U,4440,CRIF,672,CIB,55-64,to_inst,76.00671141,North,direct,1,35
167286,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,166500,4.125,1.3414,3680,180,not_neg,not_int,not_lpsm,258000,sb,pr,home,1U,5280,EXP,814,CIB,55-64,to_inst,64.53488372,North,direct,0,32
171543,2019,cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,356500,3.75,-0.018,,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1U,,EXP,615,EXP,65-74,to_inst,85.28708134,south,direct,0,
152434,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,606500,3.875,-0.2428,6472.64,360,not_neg,not_int,not_lpsm,778000,sb,pr,home,1U,12060,CRIF,617,EXP,35-44,not_inst,77.9562982,central,direct,0,29
71116,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,556500,,,,360,not_neg,not_int,not_lpsm,738000,sb,pr,home,1U,6600,CIB,771,EXP,>74,to_inst,75.40650407,North,direct,1,61
77588,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,286500,4.99,0.8933,0,360,not_neg,not_int,not_lpsm,378000,sb,ir,home,1U,9480,EXP,835,CIB,35-44,not_inst,75.79365079,south,direct,0,30
148962,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,156500,3.625,0.7938,3835.38,180,not_neg,not_int,not_lpsm,238000,sb,pr,home,1U,10140,EXP,644,CIB,55-64,to_inst,65.75630252,south,direct,0,21
37736,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,196500,3.875,0.4186,4649.38,324,not_neg,not_int,not_lpsm,268000,sb,pr,home,1U,3060,CIB,753,CIB,65-74,to_inst,73.32089552,south,direct,0,31
123919,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,206500,3.375,0.0074,6142.62,288,not_neg,not_int,not_lpsm,458000,sb,pr,home,1U,2280,EXP,552,EXP,55-64,to_inst,45.08733624,central,direct,0,45
122733,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,156500,4.625,0.2332,1050,360,neg_amm,not_int,not_lpsm,218000,sb,sr,home,1U,6360,EXP,635,EXP,55-64,to_inst,71.78899083,North-East,direct,0,49
54006,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,576500,4,0.256,1269.56,360,neg_amm,not_int,not_lpsm,808000,sb,pr,home,1U,8160,CRIF,672,EXP,25-34,not_inst,71.3490099,North,direct,0,35
131632,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,156500,3.99,0.3318,,360,not_neg,not_int,not_lpsm,208000,sb,sr,home,1U,7140,CRIF,851,EXP,55-64,not_inst,75.24038462,North,direct,0,45
95074,2019,cf,Female,pre,type2,p2,l1,nopc,b/c,56500,,,,360,not_neg,not_int,not_lpsm,88000,sb,pr,home,1U,660,CIB,800,CIB,55-64,to_inst,64.20454545,central,direct,1,57
71739,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,406500,3.99,0.0387,8202.5,360,not_neg,not_int,not_lpsm,1008000,sb,pr,home,1U,6180,CRIF,540,EXP,>74,to_inst,40.32738095,south,direct,0,37
137301,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,456500,3.99,0.2745,0,360,not_neg,not_int,not_lpsm,778000,sb,pr,home,1U,6120,CRIF,557,CIB,45-54,not_inst,58.67609254,North,direct,0,36
79241,2019,cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,286500,3.49,0.6194,0,360,not_neg,not_int,not_lpsm,308000,sb,pr,home,1U,,EXP,643,CIB,45-54,to_inst,93.01948052,south,direct,0,
58383,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,266500,2.875,0.0635,9111.75,180,not_neg,not_int,not_lpsm,608000,sb,pr,home,1U,7800,CIB,821,CIB,55-64,to_inst,43.83223684,south,direct,0,34
60966,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,166500,,,,180,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,4200,EQUI,840,EXP,45-54,to_inst,,North,direct,1,
32617,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,386500,3.75,0.0132,1131.8,360,not_neg,not_int,not_lpsm,428000,sb,pr,home,1U,6540,EXP,790,CIB,35-44,not_inst,90.30373832,North,direct,0,37
33990,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,416500,3.625,0.0978,1074.39,360,not_neg,not_int,not_lpsm,488000,sb,pr,home,1U,6720,EXP,525,EXP,35-44,not_inst,85.34836066,North,direct,0,45
66376,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,666500,3.625,0.0851,3804,360,not_neg,int_only,not_lpsm,1478000,sb,pr,home,1U,10140,EXP,895,EXP,45-54,not_inst,45.0947226,central,direct,0,39
103712,2019,cf,Joint,pre,type1,p4,l1,nopc,nob/c,136500,3.625,0.7324,3113.01,240,not_neg,not_int,not_lpsm,358000,sb,pr,home,1U,10200,CRIF,500,EXP,25-34,to_inst,38.12849162,North,direct,0,20
167274,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,206500,4.18,-0.126,0,360,not_neg,not_int,not_lpsm,328000,sb,pr,home,1U,3900,CRIF,732,EXP,25-34,not_inst,62.95731707,North,direct,0,41
57938,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,346500,3.625,0.2841,4957.94,360,not_neg,not_int,not_lpsm,368000,sb,pr,home,1U,4500,CRIF,557,CIB,25-34,not_inst,94.1576087,North,direct,0,37
125471,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,446500,,,,360,not_neg,int_only,not_lpsm,708000,sb,pr,home,1U,10800,CRIF,645,EXP,45-54,to_inst,63.06497175,south,direct,1,28
152590,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,396500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5100,EQUI,779,EXP,55-64,to_inst,,south,direct,1,
116891,2019,cf,Male,nopre,type2,p4,l1,nopc,b/c,166500,,,,360,not_neg,not_int,lpsm,,sb,pr,home,1U,3900,EQUI,613,EXP,25-34,to_inst,,North,direct,1,
155126,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,236500,3.875,-0.2005,1999.55,360,not_neg,not_int,not_lpsm,498000,sb,pr,home,1U,3180,CRIF,529,EXP,65-74,not_inst,47.48995984,North,direct,0,34
80191,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,236500,4.25,1.3089,3162.71,360,not_neg,not_int,not_lpsm,358000,sb,pr,home,1U,3720,CIB,891,CIB,45-54,to_inst,66.06145251,south,direct,0,59
77592,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,376500,3.99,0.3593,1538.5,360,not_neg,not_int,not_lpsm,528000,sb,pr,home,1U,6600,CRIF,575,EXP,55-64,not_inst,71.30681818,south,direct,0,32
78788,2019,cf,Male,nopre,type1,p2,l1,nopc,nob/c,76500,,,,360,not_neg,not_int,not_lpsm,238000,sb,pr,home,1U,4560,CIB,864,CIB,25-34,to_inst,32.14285714,North,direct,1,9
71938,2019,cf,Male,nopre,type3,p1,l1,nopc,nob/c,166500,4.25,0.9826,1862.85,360,not_neg,not_int,not_lpsm,168000,sb,pr,home,1U,3120,CRIF,795,CIB,35-44,to_inst,99.10714286,North,direct,0,25
163227,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,336500,3.25,-0.0212,0,180,not_neg,not_int,not_lpsm,548000,sb,pr,home,1U,5160,EXP,897,CIB,45-54,not_inst,61.40510949,North,direct,0,43
36849,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,246500,3.99,0.4328,1881,360,not_neg,not_int,not_lpsm,318000,sb,pr,home,1U,4320,CIB,782,EXP,35-44,not_inst,77.51572327,south,direct,0,36
169365,2019,cf,Sex Not Available,nopre,type1,p4,l2,nopc,nob/c,296500,3.95,0.0922,3255,360,not_neg,not_int,not_lpsm,608000,sb,ir,home,1U,6780,EXP,638,CIB,55-64,to_inst,48.76644737,south,direct,0,44
146220,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,336500,3.625,-0.1211,0,360,not_neg,not_int,not_lpsm,608000,sb,pr,home,1U,6120,CRIF,833,CIB,65-74,not_inst,55.34539474,south,direct,0,36
70817,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,576500,3.75,0.3255,,360,not_neg,not_int,not_lpsm,678000,sb,pr,home,1U,10080,CIB,714,CIB,35-44,not_inst,85.02949853,south,direct,0,25
125753,2019,cf,Joint,pre,type1,p4,l1,nopc,nob/c,596500,4,0.1299,0,360,not_neg,not_int,not_lpsm,808000,sb,pr,home,1U,13980,CIB,628,EXP,35-44,not_inst,73.82425743,south,direct,0,29
93674,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,176500,4.99,0.5965,1084.38,360,neg_amm,not_int,not_lpsm,368000,sb,pr,home,1U,2700,EXP,515,CIB,55-64,to_inst,47.96195652,North,direct,0,36
107165,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,76500,,,,180,not_neg,not_int,not_lpsm,188000,sb,pr,home,1U,1320,CRIF,546,CIB,45-54,to_inst,40.69148936,south,direct,1,45
84421,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,406500,4.125,0.6286,10357.33,360,not_neg,not_int,not_lpsm,628000,sb,pr,home,1U,3660,CRIF,559,CIB,55-64,to_inst,64.72929936,North,direct,0,44
55568,2019,cf,Female,nopre,type2,p1,l1,nopc,b/c,576500,4.125,0.9586,0,360,not_neg,not_int,not_lpsm,598000,sb,pr,home,1U,7020,CRIF,501,CIB,25-34,not_inst,96.40468227,North,direct,0,47
96841,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,126500,,,,180,neg_amm,not_int,not_lpsm,218000,sb,pr,home,1U,3360,CIB,649,CIB,35-44,to_inst,58.02752294,North,direct,1,43
101136,2019,cf,Joint,nopre,type2,p4,l1,nopc,b/c,406500,3.99,0.8825,0,360,neg_amm,not_int,not_lpsm,418000,sb,pr,home,1U,,EXP,860,EXP,35-44,to_inst,97.24880383,south,direct,0,
66422,2019,cf,Joint,pre,type3,p4,l1,nopc,nob/c,166500,2.75,-0.8343,3455.15,360,not_neg,not_int,not_lpsm,168000,sb,pr,home,1U,,CRIF,790,EXP,65-74,to_inst,99.10714286,North,direct,0,
119472,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,366500,,,,360,not_neg,not_int,not_lpsm,388000,sb,pr,home,1U,5220,EXP,600,EXP,35-44,not_inst,94.45876289,south,direct,1,47
89284,2019,cf,Female,pre,type1,p1,l1,nopc,nob/c,436500,4.75,0.3227,645,360,neg_amm,not_int,not_lpsm,548000,sb,pr,home,1U,7500,EXP,500,CIB,35-44,to_inst,79.65328467,south,direct,0,46
25176,2019,cf,Female,nopre,type1,p2,l1,nopc,nob/c,406500,3.99,0.342,0,360,not_neg,not_int,not_lpsm,838000,sb,pr,home,1U,6960,CIB,812,CIB,25-34,not_inst,48.50835322,south,direct,0,31
83296,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,476500,,,,180,not_neg,not_int,not_lpsm,,sb,pr,home,1U,13920,EQUI,627,EXP,65-74,to_inst,,south,direct,1,
61891,2019,ncf,Male,pre,type1,p4,l1,nopc,nob/c,126500,3.99,0.6324,3116.12,144,not_neg,not_int,not_lpsm,548000,sb,pr,home,1U,6420,CRIF,581,CIB,45-54,to_inst,23.08394161,central,direct,0,24
58363,2019,cf,Female,nopre,type2,p3,l1,nopc,b/c,176500,3.99,0.788,5438.96,360,not_neg,not_int,not_lpsm,568000,sb,pr,home,1U,3000,CIB,618,EXP,55-64,to_inst,31.07394366,south,direct,0,44
55675,2019,cf,Sex Not Available,nopre,type3,p1,l1,nopc,nob/c,116500,3.5,0.4668,3495,360,not_neg,not_int,not_lpsm,128000,sb,pr,home,1U,1920,CRIF,606,CIB,25-34,to_inst,91.015625,south,direct,0,45
77730,2019,,Female,nopre,type2,p4,l1,nopc,b/c,346500,3.99,0.8425,0,360,not_neg,not_int,not_lpsm,358000,sb,pr,home,1U,,EXP,504,CIB,35-44,to_inst,96.7877095,central,direct,0,
32755,2019,cf,Female,nopre,type3,p3,l1,nopc,nob/c,216500,4.875,0.7599,3148.25,360,not_neg,not_int,not_lpsm,258000,sb,pr,home,1U,1680,CIB,654,CIB,65-74,to_inst,83.91472868,North,direct,0,52
146782,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,486500,3.375,0.2592,0,360,not_neg,not_int,not_lpsm,598000,sb,pr,home,1U,6900,CRIF,571,CIB,65-74,not_inst,81.35451505,North,direct,0,31
172306,2019,ncf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,546500,3.25,-0.0562,11206,360,not_neg,not_int,not_lpsm,778000,sb,ir,home,1U,32820,CIB,900,EXP,45-54,to_inst,70.24421594,south,direct,0,48
169829,2019,cf,Male,pre,type3,p3,l1,nopc,nob/c,326500,3.75,0.2326,0,360,not_neg,not_int,not_lpsm,498000,sb,pr,home,1U,2340,EXP,582,CIB,65-74,not_inst,65.562249,North,direct,0,57
53741,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,76500,4.25,1.3862,2661.88,180,not_neg,not_int,not_lpsm,328000,sb,pr,home,1U,1020,CRIF,853,CIB,>74,to_inst,23.32317073,south,direct,0,44
121234,2019,cf,Female,nopre,type2,p1,l1,nopc,b/c,126500,5.125,1.8043,1653.18,360,not_neg,int_only,not_lpsm,128000,sb,pr,home,1U,3660,CRIF,735,CIB,45-54,to_inst,98.828125,central,direct,0,38
108879,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,206500,4.25,-0.002,5250,360,not_neg,not_int,not_lpsm,308000,sb,pr,home,1U,4440,CRIF,635,EXP,55-64,to_inst,67.04545455,south,direct,0,31
30370,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,616500,3.875,0.3319,2469.84,360,not_neg,not_int,not_lpsm,678000,sb,pr,home,1U,7980,EXP,690,EXP,35-44,not_inst,90.92920354,North,direct,0,49
53320,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,286500,3.625,0.6485,3559.64,360,not_neg,not_int,not_lpsm,408000,sb,pr,home,1U,4380,CRIF,777,CIB,45-54,to_inst,70.22058824,south,direct,0,57
40980,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,216500,3.99,0.1061,7117.5,360,not_neg,not_int,not_lpsm,408000,sb,pr,home,1U,4980,CRIF,792,CIB,45-54,to_inst,53.06372549,south,direct,0,22
48727,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,626500,,,,360,not_neg,not_int,not_lpsm,,sb,ir,home,1U,51480,EQUI,694,EXP,45-54,not_inst,,south,direct,1,
162065,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,266500,3.5,-0.0535,1197.4,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1U,2220,EXP,662,CIB,45-54,not_inst,63.75598086,central,direct,0,47
161309,2019,cf,Joint,pre,type2,,l1,nopc,b/c,306500,3.875,1.2829,2000,360,not_neg,not_int,not_lpsm,318000,sb,pr,home,1U,6780,CRIF,890,EXP,35-44,not_inst,96.3836478,North,direct,0,44
146229,2019,cf,Joint,pre,type1,p4,l1,nopc,nob/c,246500,4.56,0.1416,0,360,not_neg,not_int,not_lpsm,458000,sb,pr,home,1U,6000,CIB,849,EXP,65-74,not_inst,53.8209607,North,direct,0,45
140531,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,416500,3.875,0.1487,4590,360,not_neg,not_int,not_lpsm,568000,sb,pr,home,1U,7620,CIB,830,EXP,45-54,not_inst,73.32746479,south,direct,0,37
153353,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,316500,,,,360,not_neg,not_int,not_lpsm,338000,sb,pr,home,1U,8700,CIB,650,EXP,35-44,to_inst,93.63905325,south,direct,1,30
35213,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,626500,4.125,0.1147,7257.52,360,not_neg,not_int,not_lpsm,958000,sb,pr,home,1U,12840,CIB,659,EXP,35-44,not_inst,65.39665971,North,direct,0,34
72277,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,616500,3.99,-0.0316,474.04,360,not_neg,not_int,not_lpsm,1268000,sb,pr,home,2U,8520,CIB,583,CIB,45-54,not_inst,48.61987382,North,direct,0,34
170161,2019,cf,Female,pre,type1,p1,l1,nopc,nob/c,316500,3.625,0.0669,7474,360,not_neg,not_int,not_lpsm,388000,sb,sr,home,1U,12780,EXP,774,CIB,55-64,to_inst,81.57216495,North,direct,0,38
105139,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,486500,4.25,0.1856,11360.63,360,not_neg,not_int,not_lpsm,578000,sb,pr,home,1U,8640,EXP,850,CIB,45-54,to_inst,84.16955017,North,direct,0,37
155526,2019,cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,96500,3.99,1.1842,2603.31,360,not_neg,not_int,not_lpsm,98000,sb,pr,home,1U,7260,CIB,646,EXP,45-54,to_inst,98.46938776,south,direct,0,34
48924,2019,cf,Joint,nopre,type3,p3,l2,nopc,nob/c,536500,4.125,-0.048,1465,360,not_neg,not_int,not_lpsm,708000,sb,pr,home,1U,12480,CIB,866,EXP,35-44,not_inst,75.77683616,North,direct,0,45
45083,2019,cf,Male,pre,type2,p3,l1,nopc,b/c,466500,,,,180,not_neg,not_int,not_lpsm,558000,sb,pr,home,1U,5340,EXP,850,CIB,35-44,to_inst,83.60215054,south,direct,1,51
54509,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,236500,4.75,0.9509,0,240,not_neg,not_int,not_lpsm,408000,sb,pr,home,1U,6480,CRIF,803,CIB,55-64,to_inst,57.96568627,south,direct,0,41
26933,2019,cf,Female,pre,type1,p1,l1,nopc,nob/c,316500,4.375,0.3463,7491.89,360,not_neg,not_int,not_lpsm,328000,sb,pr,home,1U,4800,CIB,831,CIB,35-44,not_inst,96.49390244,North,direct,0,40
132448,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,126500,4.5,1.0425,3290,360,not_neg,not_int,not_lpsm,158000,sb,pr,home,1U,4200,CIB,510,CIB,35-44,to_inst,80.06329114,south,direct,0,42
50717,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,186500,,,,360,not_neg,not_int,not_lpsm,108000,sb,pr,home,1U,7800,EXP,815,EXP,55-64,to_inst,172.6851852,central,direct,1,25
153504,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,406500,,,,180,not_neg,not_int,not_lpsm,728000,sb,sr,home,1U,7320,CRIF,807,EXP,55-64,to_inst,55.83791209,North,direct,1,38
153811,2019,cf,Joint,nopre,type2,p3,l2,nopc,b/c,376500,,,,300,neg_amm,not_int,not_lpsm,448000,sb,pr,home,1U,4800,EXP,685,EXP,>74,to_inst,84.04017857,North,direct,1,42
122127,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,626500,4.125,-0.2044,0,360,not_neg,not_int,not_lpsm,978000,sb,pr,home,1U,9060,EXP,598,CIB,35-44,not_inst,64.0593047,North,direct,0,37
144933,2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,106500,4.875,1.3386,1504.63,360,not_neg,not_int,not_lpsm,108000,sb,pr,home,1U,2220,CRIF,610,EXP,45-54,to_inst,98.61111111,south,direct,0,44
